conv_id,context,prompt,empathy,speaker_utterance,listener_utterance,exchange_number,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,predictions_IP,predictions_EX,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,speaker_emotion,listener_emotion,mimicry
hit:12330_conv:24661,lonely,My friends went on vacation without me.,5,Yes but I could not go because of work. Guess I will have to suck it up and be lonely for a while.,At least they asked you_comma_ that is good. It will pass in no time and you will be hanging soon I am sure_comma_,2,0.8697605,0.11930197,0.010937503,0.030230094,0.21334296,0.756427,1,0,0,0.0945714285714286,-0.12,0.0114285714285714,0.286285714285714,-0.317428571428571,0.107428571428571,23,23,0.00256098271347582,0.000186454795766622,0.000916215649340302,0.99113655090332,0.000112288085801993,0.00119748944416642,0.000476189190521836,7.76443557697348E-05,0.00333626847714186,lonely,confident,1
hit:1728_conv:3457,trusting,I let my dad borrow 10 dollars.,3,I let my dad borrow 10 dollars!,Is there any emergency need for money?,1,0.017003218,0.4910378,0.49195892,0.16710927,0.8055203,0.027370417,0,0,2,0.2185,-0.005,0.0345,0.036,0.388,0.0653333333333334,7,7,6.4395644585602E-05,0.000191953295143321,5.6504548410885E-05,1.32112581923138E-05,6.4651329012122E-05,0.000112932553747669,0.999252140522003,0.000122540615848266,0.000121714954730123,trusting,annoyed,0
hit:1728_conv:3457,trusting,I let my dad borrow 10 dollars.,3,Not for me_comma_ but dad always need money and I give to him.,It is our responsibility to take care of our parents.,2,0.33562517,0.60415953,0.06021523,0.14069103,0.74982566,0.10948333,0,0,0,0.4805,-0.03,0.1565,0.5645,-0.118,0.28,13,10,0.748811721801758,0.175017490983009,0.0541168488562107,0.00244446727447212,6.36008917354047E-05,0.000221463487832807,0.00063245341880247,0.00650343112647533,0.0121886786073446,afraid,caring,1
hit:7368_conv:14737,lonely,I broke up with my girlfriend this same time last year.,3,I broke up with my girlfriend this same time last year,That is unfortunate_comma_ made a new one since?,1,0.5328977,0.4522147,0.014887623,0.7250962,0.2547772,0.02012657,0,0,2,0.0515,-0.0375,-0.00100000000000001,0.0213333333333333,-0.154,-0.235333333333333,11,8,9.48336382862181E-05,6.18757840129547E-05,2.64028276433237E-05,4.80805319966748E-05,0.000708930194377899,0.00491504650563002,0.993773281574249,0.000127492661704309,0.000244028517045081,lonely,sad,0
hit:7368_conv:14737,lonely,I broke up with my girlfriend this same time last year.,3,Nope. I have not felt anything for anyone since.,That is terrible_comma_ I hope you find someone soon.,2,0.9095292,0.08426993,0.006200918,0.8870025,0.09962915,0.0133683765,1,0,0,0.4,-0.194,0.159,0.174666666666667,0.147333333333333,0.282,9,9,0.00016124511603266,0.000321660161716864,0.00306756165809929,0.994409143924713,0.000426558428443968,0.00135086744558066,0.00014820099750068,5.16225845785812E-05,6.32056544418447E-05,lonely,terrified,0
hit:3362_conv:6725,angry,My boyfriend and I broke up and he moved out. Before he left_comma_ he damaged a lot of my stuff.,5,My boyfriend and I broke up and he moved out.,That is really tough. But one closed door leads to the next great opportunity.,1,0.6387247,0.3412008,0.02007454,0.102711596,0.36085752,0.5364309,1,0,0,0.026,0.194,-0.083,0.112571428571429,-0.0571428571428571,0.128285714285714,10,14,7.6882126450073E-05,8.72349264682271E-05,1.27649364003446E-05,4.10849024774507E-05,0.000161654636031017,0.000412296387366951,0.000275499623967335,2.49258609983372E-05,0.998907566070557,lonely,anticipating,0
hit:3362_conv:6725,angry,My boyfriend and I broke up and he moved out. Before he left_comma_ he damaged a lot of my stuff.,5,Before he left_comma_ he damaged a lot of my stuff and property.,That is horrible! If you do not have insurance there are a lot of pro bono lawyers that will take your case. Report it to the police so it is documented and justice will prevail. You do not deserve or need to put up with that.,2,0.9167564,0.07946756,0.0037760055,0.9082157,0.084033795,0.0077505903,1,0,0,-0.0596,-0.2768,-0.2076,0.1855,-0.011875,0.17425,12,46,0.0337618105113506,0.0153420967981219,0.00122539873700589,0.0865572690963745,7.62269773986191E-05,0.000737306370865554,0.0020096420776099,0.000430142914410681,0.859860122203827,annoyed,afraid,0
hit:1762_conv:3525,jealous,I feel jealous when I see what some people earn. I can't understand how some people can get so much more than me when their talents don't seem to reflect the difference.,4,I cannot understand why some people earn so much money.,I know right,1,0.95950407,0.037331726,0.0031642816,0.3131211,0.49466538,0.19221349,1,0,0,0.5365,0.0755,0.3935,0.505,-0.287,0.414,10,3,0.998097956180573,0.000312509568175301,0.000780176836997271,0.00021854646911379,2.40212848439114E-05,0.000120227785373572,0.000105132792668883,0.000109455279016402,0.000231863392400555,annoyed,confident,1
hit:1762_conv:3525,jealous,I feel jealous when I see what some people earn. I can't understand how some people can get so much more than me when their talents don't seem to reflect the difference.,4,Yeah - my old boss used to get more than double my wage_comma_ yet I could not see what he brought to the role to deserve that.,I know exactly what you mean.,2,0.60453224,0.34288073,0.052587066,0.38192505,0.55414355,0.063931406,1,0,0,0.255714285714286,-0.222,-0.00657142857142857,0.205,-0.172,0.324,27,6,0.997701108455658,0.000525706622283906,0.00106309202965349,0.00013244581350591,2.86751783278305E-05,0.000165667064720765,7.6637021265924E-05,0.000112096466182265,0.000194545224076137,joyful,trusting,1
hit:2167_conv:4334,disgusted,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground.,5,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground. They constantly have to replace it and it is the only free one in the area.,Oh_comma_ that sound alful! Some people have zero respect for others belonging and even less for things we all need to share.,1,0.50533944,0.41917536,0.07548525,0.91373885,0.07886963,0.007391543,0,0,0,0.0667058823529412,-0.107176470588235,-0.0207058823529412,0.338,-0.0963333333333333,-0.113,53,22,0.000588517228607088,0.992869675159454,2.74336634902284E-05,0.000251348275924101,0.00027436760137789,0.0018436664249748,0.00253085535950959,0.000166958416230045,0.00144720007665455,disgusted,joyful,1
hit:2167_conv:4334,disgusted,So I saw a guy at the gas station yesterday and he was over 40..listening to nasty rap and of course he got out to use the free air pump then just THREW it on the ground.,5,I know right? It is so ghetto in my neighborhood but I just cannot stand people who behave that way. Yes zero respect and zero care for even their own things_comma_ let alone others. Its sad.,It is sad. Espically since if the same people acted like they cared and wanted to they could help make the enviroment better for everyone.,2,0.97685516,0.02005455,0.0030902296,0.48222324,0.385746,0.13203074,0,2,0,0.0918571428571429,-0.288142857142857,-0.0521428571428572,0.162,-0.2092,-0.186,36,25,0.00251920358277857,0.0754106491804123,0.0060154483653605,0.00397815695032477,0.000128167113871314,0.000104930077213794,8.54318786878139E-05,0.00078054831828922,0.91097754240036,apprehensive,hopeful,1
hit:11968_conv:23937,excited,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,3,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,That is great. Where are you selling your popsicle?,1,0.0014267138,0.0065616095,0.9920116,0.0021276677,0.02629288,0.97157943,1,0,2,0.351,-0.01525,0.18975,0.625,-0.035,0.174,21,9,5.77857499592938E-05,0.00214542215690017,3.34313917846885E-05,3.96163413824979E-05,9.3759226729162E-05,0.000263722002273425,0.997192323207855,0.000120770200737752,5.32528611074667E-05,joyful,impressed,1
hit:11968_conv:23937,excited,I am very happy that my popsicle business is finally thriving! I have worked so hard on it for many years.,3,From my house and from a few local stores. I am not ready to make it any bigger than that.,I understand. Good luck.,2,0.37990367,0.4513538,0.16874255,0.010492502,0.19790116,0.7916063,1,1,0,0.3372,-0.3,0.008,0.701333333333333,-0.178666666666667,0.262666666666667,20,4,0.00938709918409586,0.00342014129273593,0.000328110210830346,0.000124867554404773,0.000236567706451751,5.82648426643573E-05,0.000144430523505434,0.986032247543335,0.000268317497102544,prepared,trusting,1
hit:7503_conv:15007,jealous,My neighbor just got a new pool installed. I wanted to get one but I couldn't afford it.,5,My neighbor just got a pool installed. It has a slide and everything.,That sounds so fun! I would love to have a pool in my yard.,1,0.0150621915,0.5942788,0.39065903,0.0015303222,0.010416444,0.98805326,0,2,0,0.264666666666667,-0.174,-0.024,0.436,-0.052,0.0585714285714286,13,14,0.000317374273436144,0.998391091823578,0.000194353473489173,0.000135889204102568,6.4190557168331E-05,4.06901272071991E-05,6.18512494838797E-05,0.000694767688401043,9.97572496999055E-05,jealous,joyful,1
hit:7503_conv:15007,jealous,My neighbor just got a new pool installed. I wanted to get one but I couldn't afford it.,5,Oh me too_comma_ I wanted to get a pool and even described what I wanted to her and then she goes and gets one before me!,Wow! That is kind of messed up!,2,0.063867815,0.59484875,0.34128347,0.9638879,0.030869268,0.0052428916,0,0,0,0.2628,-0.0892,0.0984,0.836,-0.52,0.236,26,7,0.00142662436701357,0.956748247146606,0.000378497963538393,0.0390209034085274,0.000973617716226727,0.000195926695596427,0.000536213628947735,0.000377813266823068,0.000342134881066158,excited,joyful,1
hit:1059_conv:2119,disappointed,My family has fallen on hard times. We got to the point that we couldn't catch up on our car note. One day the tow company came and hauled it away. I felt really let down and didn't know what I should do.,4,When we lost our car I felt lost. How do you put your life back together without transportation.,oh how sad_comma_ how did you lose your car?. Public transportation is not every one's cup of tea..,1,0.76763767,0.2081741,0.024188124,0.86230206,0.1230274,0.0146704605,2,0,2,0.1808,0.0298,-0.0604,0.0537142857142857,-0.196857142857143,-0.268,18,18,8.26381365186535E-05,0.000140710501000285,1.70519942912506E-05,2.26165630010655E-05,0.000518835557159036,0.00138804444577545,0.99705445766449,0.000106244449852966,0.000669456087052822,sad,sad,0
hit:1059_conv:2119,disappointed,My family has fallen on hard times. We got to the point that we couldn't catch up on our car note. One day the tow company came and hauled it away. I felt really let down and didn't know what I should do.,4,My husband lost his job and we got behind. We also live in a rural area about 15 minutes from town and an hour to the closest big city.,you guy's will get back everything you have lost. It is difficult for travel as you said,2,0.58711505,0.36271128,0.050173663,0.5248426,0.41449022,0.060667105,1,0,0,0.26,-0.110909090909091,0.0376363636363636,0.1,0.129333333333333,-0.071,29,17,0.00337506993673742,0.314645200967789,0.00102433853317052,0.588694214820862,0.00129665597341955,0.00111738918349147,0.00321104540489614,0.000472195883048698,0.0861637964844704,annoyed,sad,0
hit:6171_conv:12343,sentimental,I miss being a kid. I saw a show on tv that reminded me of that,5,I miss being a kid. I saw a tv show today that made me think about that,Yes_comma_ I understand! Life is easier as a kid.,1,0.4511746,0.41977727,0.12904812,0.0098094875,0.08671062,0.90347993,1,2,0,0.296,-0.0431428571428571,-0.0525714285714286,0.625333333333333,-0.0386666666666667,0.176666666666667,17,9,0.993263185024262,0.00464957114309073,0.000242663838434964,0.000695888011250645,2.99362909572665E-05,0.000377611839212477,0.000142736374982633,0.00012721995881293,0.000471095583634451,sentimental,joyful,1
hit:6171_conv:12343,sentimental,I miss being a kid. I saw a show on tv that reminded me of that,5,It really was_comma_ I miss it,Same sometimes_comma_ But I enjoy the freedom and indepence of being an adult.,2,0.2724866,0.4835791,0.24393435,0.021576326,0.20018756,0.77823615,0,2,0,0.146,-0.02,-0.184,0.828666666666667,0.173333333333333,0.628,6,13,8.09188568382524E-05,2.57981646427652E-05,1.57289450726239E-05,7.86476593930274E-05,0.000184230972081423,0.000517071632202715,0.000462844240246341,4.40446528955363E-05,0.998590648174286,sentimental,disgusted,1
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3,I got asked to go on a cruise but_comma_ I am not sure if I should.,Cruises are fun. What is the problem?,1,0.5040615,0.44568273,0.05025573,0.22334282,0.44171235,0.33494478,0,0,1,0.316,-0.231333333333333,0.28,0.146666666666667,0.286,0.176666666666667,16,7,9.75220318650827E-05,8.41411892906763E-05,2.79851974482881E-05,1.60634826897876E-05,0.000325900997268036,0.000651508918963373,0.998111963272095,0.000526889751199633,0.000158059920067899,anxious,anticipating,0
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3,Do I really want to spend two weeks in a room with someone I do not know really really well?,Two weeks is a long time.,2,0.89615035,0.09823024,0.005619433,0.3981547,0.5426806,0.059164744,0,1,0,0.296285714285714,-0.14,-0.00942857142857142,0.0875,-0.464,-0.0465,20,6,0.000549456046428531,0.989354491233826,0.000130292231915519,5.90124072914477E-05,8.27280018711463E-05,0.000120732518553268,0.0018631509738043,0.00559083884581924,0.00224931351840496,apprehensive,excited,0
hit:4726_conv:9452,apprehensive,I got asked to go on a cruise but_comma_ I'm not sure if I should.,3,Indeed it is,I wouldnt risk it,3,0.13897473,0.6731599,0.18786536,0.42167702,0.52408195,0.054241028,0,0,0,0,0,0,-0.52,0.632,-0.124,3,4,0.000228467222768813,0.00170786119997501,2.65947328443872E-05,1.44866189657478E-05,0.00017448230937589,0.0010180379031226,0.000113929141662084,0.000230676931096241,0.996485471725464,surprised,ashamed,0
hit:5782_conv:11565,ashamed,cheating on my wife,2,i i feel lower than dirt after betraying my wifes trust,how did that happen,1,0.9625687,0.035341024,0.0020903305,0.31878284,0.6290159,0.052201264,0,0,1,0.206,0.03,-0.0344,0.354,0.34,0.102,11,4,0.00023671482631471,0.000108810701931361,4.33335371781141E-05,5.7332592405146E-05,0.000162977768923156,0.000195799686480314,0.987058579921722,0.000174066153704189,0.0119624231010675,embarrassed,impressed,1
hit:5782_conv:11565,ashamed,cheating on my wife,2,i was being unfaithful,ah well that would be a good reason then,2,0.8975909,0.09727118,0.005138004,0.008979551,0.16336603,0.8276544,0,0,0,-0.938,0.612,-0.404,0.474666666666667,-0.176666666666667,0.115333333333333,4,9,0.000353031588019803,0.971270382404327,0.000766445125918835,0.000174500673892908,0.000184689837624319,0.00010015341831604,0.000102533478639089,0.0268842838704586,0.00016389336087741,confident,hopeful,0
hit:9990_conv:19980,excited,I can't even fall asleep waiting to go on our vacation.,5,I doubt I will get any sleep waiting for tomorrow.,I am sorry to hear. Why is that?,1,0.8532067,0.1336515,0.013141812,0.86055344,0.1263482,0.013098405,2,0,1,0.194333333333333,-0.280333333333333,-0.096,0.166,-0.209,-0.344,10,8,0.000299694482237101,0.000660205318126828,6.74495604471304E-05,0.000165546793141402,0.973777949810028,0.000197916946490295,0.0241378098726273,0.000627042551059276,6.63994142087176E-05,anxious,sad,1
hit:9990_conv:19980,excited,I can't even fall asleep waiting to go on our vacation.,5,I am finally getting to take the kids to Disneyland!,Oh_comma_ well that is a fine thing indeed! I would be jumping up and down!,2,0.0009380852,0.020570766,0.9784912,0.0028638872,0.02375375,0.97338235,0,0,0,0.447333333333333,-0.0513333333333333,-0.259333333333333,0.176666666666667,-0.417333333333333,-0.110666666666667,10,15,0.000679453543853015,0.979903936386108,9.67783198575489E-05,0.00229077879339457,0.000116813665954396,0.00180512305814773,0.00121688737999648,0.000129885025671683,0.0137603124603629,joyful,surprised,0
hit:7489_conv:14978,devastated,My daughter had the sweetest little hamster. One day she went to feed it and it had died_comma_ she was crushed.,5,My daughter had the sweetest little hamster.,Aww_comma_ I love hamsters! What kind of a hamster was it?,1,0.0020464405,0.014546741,0.98340684,0.0014610394,0.013610337,0.98492867,0,0,2,0.386,-0.2655,-0.3065,0.479,-0.2265,-0.00550000000000001,7,11,0.000409318832680583,0.000102199301181827,8.36068866192363E-05,0.000193711544852704,0.0102972593158484,0.0835563838481903,0.893528699874878,0.000517840904649347,0.0113110207021236,impressed,impressed,1
hit:7489_conv:14978,devastated,My daughter had the sweetest little hamster. One day she went to feed it and it had died_comma_ she was crushed.,5,It was a teddy bear hamster. One day she went to feed it and it had died_comma_ she was crushed.,That is horrible. Is she doing okay now?,2,0.6698045,0.30121455,0.028980998,0.84419405,0.14238045,0.013425451,1,0,2,-0.0774285714285714,-0.0711428571428571,-0.157428571428571,-0.858,0.714,-0.204,20,8,4.63242176920176E-05,6.81598248775117E-05,5.65267509955447E-05,2.60814904322615E-05,8.16192041384056E-05,0.000124162543215789,0.999262511730194,0.000276641600066796,5.78807666897774E-05,devastated,disgusted,0
hit:134_conv:269,angry,I felt very angry when a co-worker of mine pretended he was in a car accident to get out of working July 4th. I worked to midnight for him to only find out he was faking it. I was furious,3,I was very angry when a co worker lied about a car accident to get out of working July 4th. I covered his shift till midnight and he was lying about the accident,That is not very nice.,1,0.9602022,0.037055068,0.0027426502,0.9673465,0.02926468,0.0033887678,0,0,0,-0.0586666666666667,0.235666666666667,0.00316666666666667,0.86,-0.116,0.3,33,5,0.000422534678364173,0.997284173965454,0.000360630976501852,0.000497455068398267,0.000102487407275476,3.71390160580631E-05,6.25265165581368E-05,0.00117349077481776,5.96543432038743E-05,guilty,lonely,0
hit:134_conv:269,angry,I felt very angry when a co-worker of mine pretended he was in a car accident to get out of working July 4th. I worked to midnight for him to only find out he was faking it. I was furious,3,Yeah he got caught in someones pics on Facebook. Never lie and then go out with people who like to take pictures.,Yes. I do not have a Facebook.,2,0.43890524,0.5154961,0.045598716,0.23600322,0.6821857,0.08181105,0,0,0,0.168333333333333,-0.0786666666666667,-0.176,0.427,-0.063,0.129,22,7,0.970428049564362,0.0219428446143866,0.000402308680349961,0.00184573582373559,0.000201949427719228,0.000150836844113655,4.78984002256766E-05,0.00024776445934549,0.0047324663028121,disgusted,apprehensive,1
